;;;RESTAURANTE ITALOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07/11/2025;
;;;155634853-2-2016 DV 22;;;;;;;;;;;;;;;;;;;;;;;;;;;Página 1 de 1;
;;;;LOS PUEBLOS LOCAL # 10 B;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Analisis de Ventas de Productos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;Desde;01/09/2025;;;;;;;;;;;Días;;67;;;%Sugerido;;;12.16;%Anterior;;4.60
;;;;;;;;;;;;;Hasta;;;07/11/2025;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.27;;;
;  Tipo: Productos  Ordenado Por: Ventas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Código;;;;Descripción;;;Cantidad;;Prom/Med;;;;;;;Estim/Med;;;;;;Total Ventas;;;Total Costos;;Total Utilidad;;% Util.
;;;;;AGUA;;;;;;;Promed/Medida;;;;;;;Estimado/Medida;;;;;;;;;;;;
;;;;;;;;;;2552.00;;;;;;;;;;;;;;B/.100.53;;;;;B/.100.53;;
;;;;;POROTOS;;;;;;;Promed/Medida;;;;;;;Estimado/Medida;;;;;;;;;;;;
;ACOMP12;;;;;;Domingo;;;345.00;;38.33;;;3833.33;;;;42.99;;4299.38;;;;B/.13.56;;B/.0.00;;B/.13.56;;100.00
;ACOMP12;;;;;;Lunes;;;245.00;;27.22;;;2722.22;;;;30.53;;3053.19;;;;B/.11.09;;B/.0.00;;B/.11.09;;100.00
;ACOMP12;;;;;;Martes;;;396.00;;44.00;;;4400.00;;;;49.35;;4934.94;;;;B/.12.00;;B/.0.00;;B/.12.00;;100.00
;ACOMP12;;;;;;Miércoles;;;168.00;;18.67;;;1866.67;;;;20.94;;2093.61;;;;B/.12.76;;B/.0.00;;B/.12.76;;100.00
;ACOMP12;;;;;;Jueves;;;357.00;;39.67;;;3966.67;;;;44.49;;4448.93;;;;B/.8.13;;B/.0.00;;B/.8.13;;100.00
;ACOMP12;;;;;;Viernes;;;303.00;;33.67;;;3366.67;;;;37.76;;3775.98;;;;B/.6.64;;B/.0.00;;B/.6.64;;100.00
;ACOMP12;;;;;;Sábado;;;361.00;;40.11;;;4011.11;;;;44.99;;4498.78;;;;B/.19.24;;B/.0.00;;B/.19.24;;100.00
;;;;;;;;;;2175.00;;;;;;;;;;;;;;B/.83.42;;;;;B/.83.42;;
